dbms,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,REFERENCED_TABLE_SCHEMA,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME
mysql,erpnext_database,tabTarget Detail,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabTarget Detail,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabTarget Detail,idx,10,int,,,,,
mysql,erpnext_database,tabTarget Detail,distribution_id,11,varchar,140,FOREIGN KEY,erpnext_database,tabMonthly Distribution,name
mysql,erpnext_database,tabTarget Detail,item_group,12,varchar,140,FOREIGN KEY,erpnext_database,tabItem Group,name
mysql,erpnext_database,tabTarget Detail,target_qty,13,decimal,,,,,
mysql,erpnext_database,tabTarget Detail,fiscal_year,14,varchar,140,FOREIGN KEY,erpnext_database,tabFiscal Year,name
mysql,erpnext_database,tabTarget Detail,target_amount,15,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,creation,2,datetime,,,,,
mysql,erpnext_database,tabDelivery Note Item,modified,3,datetime,,,,,
mysql,erpnext_database,tabDelivery Note Item,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabDelivery Note Item,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabDelivery Note Item,docstatus,6,int,,,,,
mysql,erpnext_database,tabDelivery Note Item,parent,7,varchar,140,,,,
mysql,erpnext_database,tabDelivery Note Item,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabDelivery Note Item,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabDelivery Note Item,idx,10,int,,,,,
mysql,erpnext_database,tabDelivery Note Item,stock_qty,11,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,base_price_list_rate,12,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,image,13,text,65535,,,,
mysql,erpnext_database,tabDelivery Note Item,base_amount,14,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,expense_account,15,varchar,140,FOREIGN KEY,erpnext_database,tabAccount,name
mysql,erpnext_database,tabDelivery Note Item,item_tax_rate,16,text,65535,,,,
mysql,erpnext_database,tabDelivery Note Item,rate,17,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,total_weight,18,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,installed_qty,19,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,base_rate_with_margin,20,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,cost_center,21,varchar,140,FOREIGN KEY,erpnext_database,tabCost Center,name
mysql,erpnext_database,tabDelivery Note Item,target_warehouse,22,varchar,140,FOREIGN KEY,erpnext_database,tabWarehouse,name
mysql,erpnext_database,tabDelivery Note Item,actual_qty,23,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,quality_inspection,24,varchar,140,FOREIGN KEY,erpnext_database,tabQuality Inspection,name
mysql,erpnext_database,tabDelivery Note Item,page_break,25,int,,,,,
mysql,erpnext_database,tabDelivery Note Item,base_net_rate,26,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,discount_percentage,27,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,item_name,28,varchar,140,,,,
mysql,erpnext_database,tabDelivery Note Item,base_net_amount,29,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,against_sales_invoice,30,varchar,140,FOREIGN KEY,erpnext_database,tabSales Invoice,name
mysql,erpnext_database,tabDelivery Note Item,net_rate,31,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,stock_uom,32,varchar,140,FOREIGN KEY,erpnext_database,tabUOM,name
mysql,erpnext_database,tabDelivery Note Item,warehouse,33,varchar,140,FOREIGN KEY,erpnext_database,tabWarehouse,name
mysql,erpnext_database,tabDelivery Note Item,customer_item_code,34,varchar,140,,,,
mysql,erpnext_database,tabDelivery Note Item,against_sales_order,35,varchar,140,FOREIGN KEY,erpnext_database,tabSales Order,name
mysql,erpnext_database,tabDelivery Note Item,pricing_rules,36,text,65535,,,,
mysql,erpnext_database,tabDelivery Note Item,uom,37,varchar,140,FOREIGN KEY,erpnext_database,tabUOM,name
mysql,erpnext_database,tabDelivery Note Item,serial_no,38,text,65535,,,,
mysql,erpnext_database,tabDelivery Note Item,description,39,longtext,4294967295,,,,
mysql,erpnext_database,tabDelivery Note Item,conversion_factor,40,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,brand,41,varchar,140,FOREIGN KEY,erpnext_database,tabBrand,name
mysql,erpnext_database,tabDelivery Note Item,barcode,42,varchar,140,,,,
mysql,erpnext_database,tabDelivery Note Item,base_rate,43,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,item_code,44,varchar,140,FOREIGN KEY,erpnext_database,tabItem,name
mysql,erpnext_database,tabDelivery Note Item,margin_type,45,varchar,140,,,,
mysql,erpnext_database,tabDelivery Note Item,billed_amt,46,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,rate_with_margin,47,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,qty,48,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,discount_amount,49,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,price_list_rate,50,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,weight_uom,51,varchar,140,FOREIGN KEY,erpnext_database,tabUOM,name
mysql,erpnext_database,tabDelivery Note Item,allow_zero_valuation_rate,52,int,,,,,
mysql,erpnext_database,tabDelivery Note Item,margin_rate_or_amount,53,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,actual_batch_qty,54,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,item_group,55,varchar,140,FOREIGN KEY,erpnext_database,tabItem Group,name
mysql,erpnext_database,tabDelivery Note Item,so_detail,56,varchar,140,,,,
mysql,erpnext_database,tabDelivery Note Item,weight_per_unit,57,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,si_detail,58,varchar,140,,,,
mysql,erpnext_database,tabDelivery Note Item,amount,59,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,batch_no,60,varchar,140,FOREIGN KEY,erpnext_database,tabBatch,name
mysql,erpnext_database,tabDelivery Note Item,item_tax_template,61,varchar,140,FOREIGN KEY,erpnext_database,tabItem Tax Template,name
mysql,erpnext_database,tabDelivery Note Item,net_amount,62,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,is_free_item,63,int,,,,,
mysql,erpnext_database,tabDelivery Note Item,gst_hsn_code,64,varchar,140,,,,
mysql,erpnext_database,tabDelivery Note Item,is_nil_exempt,65,int,,,,,
mysql,erpnext_database,tabDelivery Note Item,is_non_gst,66,int,,,,,
mysql,erpnext_database,tabDelivery Note Item,returned_qty,67,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,stock_uom_rate,68,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,grant_commission,69,int,,,,,
mysql,erpnext_database,tabDelivery Note Item,incoming_rate,70,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,dn_detail,71,varchar,140,,,,
mysql,erpnext_database,tabDelivery Note Item,project,72,varchar,140,FOREIGN KEY,erpnext_database,tabProject,name
mysql,erpnext_database,tabDelivery Note Item,pick_list_item,73,varchar,140,,,,
mysql,erpnext_database,tabDelivery Note Item,has_item_scanned,74,int,,,,,
mysql,erpnext_database,tabDelivery Note Item,packed_qty,75,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,received_qty,76,decimal,,,,,
mysql,erpnext_database,tabDelivery Note Item,material_request,77,varchar,140,FOREIGN KEY,erpnext_database,tabMaterial Request,name
mysql,erpnext_database,tabDelivery Note Item,purchase_order,78,varchar,140,FOREIGN KEY,erpnext_database,tabPurchase Order,name
mysql,erpnext_database,tabDelivery Note Item,purchase_order_item,79,varchar,140,,,,
mysql,erpnext_database,tabAssessment Plan Criteria,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabWorkflow,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabWorkflow,workflow_name,12,varchar,140,UNIQUE,,,
mysql,erpnext_database,tabSlack Webhook URL,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabSlack Webhook URL,webhook_name,12,varchar,140,UNIQUE,,,
mysql,erpnext_database,tabContact Phone,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabHotel Room Pricing,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabInpatient Medication Order,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabDelivery Note Item,material_request_item,80,varchar,140,,,,
mysql,erpnext_database,tabAssessment Plan Criteria,creation,2,datetime,,,,,
mysql,erpnext_database,tabAssessment Plan Criteria,modified,3,datetime,,,,,
mysql,erpnext_database,tabAssessment Plan Criteria,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabAssessment Plan Criteria,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabAssessment Plan Criteria,docstatus,6,int,,,,,
mysql,erpnext_database,tabAssessment Plan Criteria,parent,7,varchar,140,,,,
mysql,erpnext_database,tabAssessment Plan Criteria,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabAssessment Plan Criteria,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabAssessment Plan Criteria,idx,10,int,,,,,
mysql,erpnext_database,tabAssessment Plan Criteria,maximum_score,11,decimal,,,,,
mysql,erpnext_database,tabAssessment Plan Criteria,assessment_criteria,12,varchar,140,,,,
mysql,erpnext_database,tabWorkflow,creation,2,datetime,,,,,
mysql,erpnext_database,tabWorkflow,modified,3,datetime,,,,,
mysql,erpnext_database,tabWorkflow,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabWorkflow,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabWorkflow,docstatus,6,int,,,,,
mysql,erpnext_database,tabWorkflow,parent,7,varchar,140,,,,
mysql,erpnext_database,tabWorkflow,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabWorkflow,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabWorkflow,idx,10,int,,,,,
mysql,erpnext_database,tabWorkflow,override_status,11,int,,,,,
mysql,erpnext_database,tabWorkflow,_assign,13,text,65535,,,,
mysql,erpnext_database,tabWorkflow,is_active,14,int,,,,,
mysql,erpnext_database,tabWorkflow,_liked_by,15,text,65535,,,,
mysql,erpnext_database,tabWorkflow,workflow_state_field,16,varchar,140,,,,
mysql,erpnext_database,tabWorkflow,send_email_alert,17,int,,,,,
mysql,erpnext_database,tabWorkflow,document_type,18,varchar,140,FOREIGN KEY,erpnext_database,tabDocType,name
mysql,erpnext_database,tabWorkflow,_user_tags,19,text,65535,,,,
mysql,erpnext_database,tabWorkflow,_comments,20,text,65535,,,,
mysql,erpnext_database,tabSlack Webhook URL,creation,2,datetime,,,,,
mysql,erpnext_database,tabSlack Webhook URL,modified,3,datetime,,,,,
mysql,erpnext_database,tabSlack Webhook URL,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabSlack Webhook URL,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabSlack Webhook URL,docstatus,6,int,,,,,
mysql,erpnext_database,tabSlack Webhook URL,parent,7,varchar,140,,,,
mysql,erpnext_database,tabSlack Webhook URL,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabSlack Webhook URL,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabSlack Webhook URL,idx,10,int,,,,,
mysql,erpnext_database,tabSlack Webhook URL,_liked_by,11,text,65535,,,,
mysql,erpnext_database,tabSlack Webhook URL,_user_tags,13,text,65535,,,,
mysql,erpnext_database,tabSlack Webhook URL,_assign,14,text,65535,,,,
mysql,erpnext_database,tabSlack Webhook URL,webhook_url,15,varchar,140,,,,
mysql,erpnext_database,tabSlack Webhook URL,_comments,16,text,65535,,,,
mysql,erpnext_database,tabSlack Webhook URL,show_document_link,17,int,,,,,
mysql,erpnext_database,tabContact Phone,creation,2,datetime,,,,,
mysql,erpnext_database,tabContact Phone,modified,3,datetime,,,,,
mysql,erpnext_database,tabContact Phone,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabContact Phone,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabContact Phone,docstatus,6,int,,,,,
mysql,erpnext_database,tabContact Phone,parent,7,varchar,140,,,,
mysql,erpnext_database,tabContact Phone,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabContact Phone,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabContact Phone,idx,10,int,,,,,
mysql,erpnext_database,tabContact Phone,is_primary_mobile_no,11,int,,,,,
mysql,erpnext_database,tabContact Phone,phone,12,varchar,140,,,,
mysql,erpnext_database,tabContact Phone,is_primary_phone,13,int,,,,,
mysql,erpnext_database,tabContact Phone,is_new_number,14,int,,,,,
mysql,erpnext_database,tabHotel Room Pricing,creation,2,datetime,,,,,
mysql,erpnext_database,tabHotel Room Pricing,modified,3,datetime,,,,,
mysql,erpnext_database,tabHotel Room Pricing,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabHotel Room Pricing,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabHotel Room Pricing,docstatus,6,int,,,,,
mysql,erpnext_database,tabHotel Room Pricing,parent,7,varchar,140,,,,
mysql,erpnext_database,tabHotel Room Pricing,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabHotel Room Pricing,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabHotel Room Pricing,idx,10,int,,,,,
mysql,erpnext_database,tabHotel Room Pricing,_liked_by,11,text,65535,,,,
mysql,erpnext_database,tabHotel Room Pricing,_assign,12,text,65535,,,,
mysql,erpnext_database,tabHotel Room Pricing,enabled,13,int,,,,,
mysql,erpnext_database,tabHotel Room Pricing,from_date,14,date,,,,,
mysql,erpnext_database,tabHotel Room Pricing,currency,15,varchar,140,,,,
mysql,erpnext_database,tabHotel Room Pricing,_comments,16,text,65535,,,,
mysql,erpnext_database,tabHotel Room Pricing,to_date,17,date,,,,,
mysql,erpnext_database,tabHotel Room Pricing,_user_tags,18,text,65535,,,,
mysql,erpnext_database,tabInpatient Medication Order,creation,2,datetime,,,,,
mysql,erpnext_database,tabInpatient Medication Order,modified,3,datetime,,,,,
mysql,erpnext_database,tabInpatient Medication Order,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabInpatient Medication Order,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabInpatient Medication Order,docstatus,6,int,,,,,
mysql,erpnext_database,tabInpatient Medication Order,parent,7,varchar,140,,,,
mysql,erpnext_database,tabInpatient Medication Order,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabInpatient Medication Order,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabInpatient Medication Order,idx,10,int,,,,,
mysql,erpnext_database,tabInpatient Medication Order,naming_series,11,varchar,140,,,,
mysql,erpnext_database,tabInpatient Medication Order,patient_encounter,12,varchar,140,,,,
mysql,erpnext_database,tabInpatient Medication Order,patient,13,varchar,140,,,,
mysql,erpnext_database,tabDocType Layout Field,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabPersonal Data Deletion Step,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabVolunteer Skill,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabEmployee Separation,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabRepost Payment Ledger Items,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabInpatient Medication Order,patient_name,14,varchar,140,,,,
mysql,erpnext_database,tabInpatient Medication Order,patient_age,15,varchar,140,,,,
mysql,erpnext_database,tabInpatient Medication Order,inpatient_record,16,varchar,140,,,,
mysql,erpnext_database,tabInpatient Medication Order,company,17,varchar,140,,,,
mysql,erpnext_database,tabInpatient Medication Order,status,18,varchar,140,,,,
mysql,erpnext_database,tabInpatient Medication Order,practitioner,19,varchar,140,,,,
mysql,erpnext_database,tabInpatient Medication Order,start_date,20,date,,,,,
mysql,erpnext_database,tabInpatient Medication Order,end_date,21,date,,,,,
mysql,erpnext_database,tabInpatient Medication Order,total_orders,22,decimal,,,,,
mysql,erpnext_database,tabInpatient Medication Order,completed_orders,23,decimal,,,,,
mysql,erpnext_database,tabInpatient Medication Order,amended_from,24,varchar,140,,,,
mysql,erpnext_database,tabInpatient Medication Order,_user_tags,25,text,65535,,,,
mysql,erpnext_database,tabInpatient Medication Order,_comments,26,text,65535,,,,
mysql,erpnext_database,tabInpatient Medication Order,_assign,27,text,65535,,,,
mysql,erpnext_database,tabInpatient Medication Order,_liked_by,28,text,65535,,,,
mysql,erpnext_database,tabDocType Layout Field,creation,2,datetime,,,,,
mysql,erpnext_database,tabDocType Layout Field,modified,3,datetime,,,,,
mysql,erpnext_database,tabDocType Layout Field,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabDocType Layout Field,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabDocType Layout Field,docstatus,6,int,,,,,
mysql,erpnext_database,tabDocType Layout Field,parent,7,varchar,140,,,,
mysql,erpnext_database,tabDocType Layout Field,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabDocType Layout Field,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabDocType Layout Field,idx,10,int,,,,,
mysql,erpnext_database,tabDocType Layout Field,label,11,varchar,140,,,,
mysql,erpnext_database,tabDocType Layout Field,fieldname,12,varchar,140,,,,
mysql,erpnext_database,tabPersonal Data Deletion Step,creation,2,datetime,,,,,
mysql,erpnext_database,tabPersonal Data Deletion Step,modified,3,datetime,,,,,
mysql,erpnext_database,tabPersonal Data Deletion Step,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabPersonal Data Deletion Step,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabPersonal Data Deletion Step,docstatus,6,int,,,,,
mysql,erpnext_database,tabPersonal Data Deletion Step,parent,7,varchar,140,,,,
mysql,erpnext_database,tabPersonal Data Deletion Step,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabPersonal Data Deletion Step,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabPersonal Data Deletion Step,idx,10,int,,,,,
